491
32,6
28,38
13,25
43,16
46,10
3,18
32,1
41,27
50,36
47,3
17,38
36,39
39,31
43,35
44,39
34,38
36,1
24,3
38,20
32,46
50,38
28,8
49,17
21,26
29,14
36,34
16,23
13,17
32,13
2,5
36,44
3,14
35,30
33,22
13,50
44,21
41,40
13,30
33,9
26,35
31,4
12,50
14,35
30,44
43,8
3,46
22,37
15,36
34,19
9,7
19,9
35,6
9,42
18,49
31,20
36,15
8,31
20,13
20,31
41,37
45,44
35,38
49,25
35,32
1,20
19,5
10,31
29,6
28,32
30,41
38,7
8,42
45,26
39,15
28,22
47,10
17,18
20,9
22,14
4,29
33,41
6,18
5,23
4,20
19,18
13,48
27,36
9,45
32,50
11,14
13,47
2,27
12,30
44,12
7,6
3,37
5,12
28,26
46,50
8,24
30,3
34,27
11,37
2,31
21,27
22,49
34,29
30,2
7,22
37,31
31,5
10,35
47,25
13,46
38,13
8,5
37,11
45,9
26,30
19,25
44,3
20,47
29,7
11,15
40,18
3,34
44,40
39,8
29,27
26,27
12,16
21,20
40,22
12,13
30,42
17,16
22,21
11,46
45,12
42,11
22,11
7,26
29,43
46,3
13,3
14,27
19,49
14,34
30,29
11,35
12,36
31,7
43,32
50,39
5,38
22,45
36,17
4,12
26,45
33,29
48,2
31,27
17,37
8,9
44,34
32,4
42,45
45,33
5,32
13,33
18,14
19,11
24,49
19,13
17,45
43,42
16,15
33,2
28,47
25,33
50,13
20,45
40,31
34,39
31,6
25,22
16,7
27,1
17,31
33,21
23,9
41,50
10,21
47,14
36,27
2,33
42,7
29,24
45,19
41,22
19,15
43,11
21,18
27,5
32,11
17,48
21,34
41,1
14,13
35,21
49,23
50,10
22,18
15,22
18,15
43,17
4,23
7,34
34,35
45,38
43,7
24,6
31,45
43,14
23,11
44,50
35,49
49,29
31,28
1,16
25,11
3,9
6,17
8,25
46,12
38,43
27,17
48,5
35,31
33,44
47,45
15,44
37,42
18,37
49,19
15,43
34,20
17,22
19,40
19,4
9,46
33,19
11,9
5,22
16,36
45,11
14,37
20,24
47,20
14,24
6,15
2,3
41,9
49,35
17,9
7,47
43,49
50,48
21,32
15,14
4,47
46,24
11,40
38,12
9,40
31,15
1,41
12,33
42,12
8,41
8,11
28,6
17,24
43,15
20,46
34,46
47,43
10,18
49,12
20,30
15,6
12,32
5,30
40,23
5,36
47,18
26,43
29,9
10,3
19,29
3,30
9,11
1,21
29,33
5,11
46,29
12,5
29,5
45,50
39,37
45,15
12,29
17,23
30,25
46,7
4,25
14,2
12,7
46,19
47,31
47,2
41,13
42,24
38,49
38,2
44,42
48,40
42,50
38,42
29,38
10,1
47,4
47,24
45,28
1,29
26,1
34,24
9,13
19,21
17,25
6,41
8,18
42,29
30,23
38,4
9,23
2,7
1,6
42,28
20,6
25,16
37,38
38,45
30,15
13,42
39,4
30,11
47,28
28,23
33,23
24,30
46,4
27,48
2,48
4,13
31,18
39,43
15,3
1,9
4,46
30,4
46,33
37,32
20,48
1,11
39,19
48,26
11,8
8,32
25,32
13,23
12,27
45,36
22,42
19,35
35,16
44,29
46,28
38,22
36,28
23,34
2,1
8,50
34,32
35,28
43,4
46,44
27,8
34,15
40,38
23,3
34,4
40,44
24,43
15,12
30,50
25,34
39,17
18,28
36,45
14,3
35,37
35,13
45,42
21,11
38,23
31,32
6,49
39,40
45,10
13,9
36,49
44,47
37,15
2,41
44,6
45,32
9,21
26,32
43,47
42,46
28,42
33,5
1,13
33,4
23,25
44,22
4,17
1,49
26,36
46,39
14,4
38,39
16,30
27,41
37,23
31,41
30,18
38,40
38,27
6,33
4,5
14,6
33,35
26,40
31,33
6,7
36,10
14,43
49,27
32,27
50,49
38,8
8,48
9,6
11,48
5,44
48,39
23,18
16,43
16,19
1,48
35,50
8,43
14,42
11,47
29,16
30,12
41,24
41,16
31,40
1,4
19,37
31,29
44,37
22,34
19,24
50,17
10,47
32,48
20,26
