1839
1726,958
370,686
1672,1339
1813,658
498,446
91,1717
1530,1643
759,27
709,1518
715,313
759,545
481,1595
1138,971
80,591
843,1461
14,1000
1790,319
1542,568
1033,697
1475,564
262,1450
505,810
11,801
158,541
628,946
791,418
586,1574
728,1526
1132,870
1363,1832
863,1056
43,402
264,1052
1033,658
14,1292
1414,1540
831,1183
1488,1024
285,1593
1345,981
841,880
966,690
110,1862
1537,988
1094,1061
1306,1725
597,938
69,1439
933,762
1755,263
1592,395
67,1021
1058,1127
432,1153
348,1451
1792,1751
1060,1565
1343,120
1141,395
1454,1303
1125,741
235,252
982,398
296,1032
1061,802
1024,1412
1385,119
1106,1707
794,1801
42,960
63,496
1788,660
900,1262
1368,1138
1598,1347
695,1844
1780,1305
781,1861
302,516
1333,1163
540,1641
581,883
1629,1731
1013,437
459,1756
1490,1698
391,1374
1517,213
58,1888
110,1839
116,895
566,972
715,471
1891,249
1012,1731
604,1011
256,61
1292,966
89,1269
649,653
146,1677
1430,1851
650,1066
680,1335
654,44
635,661
710,399
1118,21
1890,1788
325,21
1038,110
975,1279
1452,1458
1375,35
1544,1195
301,363
95,1611
1757,1209
98,424
1378,428
990,1554
1802,1877
207,1154
1592,323
1720,511
984,971
1233,1687
1852,1311
444,88
1058,1242
1897,1807
548,852
1894,1592
411,1749
598,402
691,1863
1659,293
1802,1785
1098,845
613,765
935,1487
1766,941
1469,332
1008,576
424,1779
1331,1264
778,1416
1603,1844
37,1371
181,296
1812,439
492,950
1305,1777
978,842
1883,383
168,1081
395,293
7,1563
1646,1580
36,1606
1177,685
235,1684
239,1022
1035,1796
55,1272
758,1515
1464,1900
1340,975
1482,556
35,1040
221,478
1832,621
33,158
524,285
7,1101
886,493
690,1275
1368,1695
1436,587
1642,337
1536,1103
938,1386
1347,1499
931,1185
1852,1182
1329,1387
1251,1132
1273,464
62,1050
331,1438
897,721
660,763
1195,632
1266,808
1523,1630
1212,527
499,437
135,793
485,1871
673,883
408,904
80,269
413,1828
1855,1543
1254,1278
1188,1087
650,135
919,717
143,1651
109,461
1722,82
570,1354
370,308
349,880
1425,27
30,1090
125,1872
1564,1264
807,1669
1059,1599
705,78
1163,331
1422,421
40,1625
853,405
146,297
1705,1713
982,450
1230,37
492,473
1867,1869
100,1134
1625,921
346,1538
1821,739
969,624
844,533
1407,1347
1542,1895
1684,844
1412,973
20,251
1778,301
224,54
304,134
568,931
653,1635
1585,402
1187,7
720,1572
1625,129
999,985
29,261
1586,137
571,623
739,1353
1434,554
1739,757
1437,833
1545,1317
1360,337
1493,1055
1433,1765
79,1597
1180,1073
318,1114
123,1280
1476,1790
1733,812
263,1476
1615,20
1397,1240
285,253
1692,1372
1346,1388
1536,1095
1157,1172
1030,464
771,281
1037,1093
1196,792
159,692
915,334
705,1197
791,1432
37,1737
524,348
1312,690
1620,106
1553,322
99,1349
93,169
1493,833
891,1568
1287,1891
1088,832
652,1339
1772,387
424,829
229,296
835,878
1677,768
1897,750
1128,893
1015,239
1180,1103
1374,1534
1756,286
1194,535
229,1041
1162,94
1703,316
135,374
1832,145
423,1123
610,598
771,1007
498,1275
945,98
322,1227
1324,1015
940,669
303,461
1107,897
187,1345
1419,1618
339,633
1350,1340
283,1401
1817,1631
858,269
1734,502
1105,560
1175,1769
574,886
263,1106
1386,1252
1516,1800
1828,1332
302,1870
563,398
1785,426
1243,1883
1523,1325
1525,1801
751,1829
802,1533
974,1061
556,1609
845,1220
593,1895
1653,1624
576,1428
1215,1674
1141,1587
311,147
1351,1221
1044,1728
1718,423
302,862
1064,818
575,1726
1227,1564
289,945
1818,97
736,352
1255,1044
152,1503
666,51
685,994
836,1035
1047,789
355,45
59,540
1365,1618
282,501
1161,530
1522,1260
9,387
590,1342
1007,1120
892,454
1130,1846
609,1408
213,823
1573,54
679,1651
209,246
1366,1474
1424,1553
1700,335
171,1794
840,335
300,1257
1455,1710
980,1539
303,1582
786,969
670,1424
1529,1190
963,597
1457,535
469,96
49,34
895,607
1239,223
1640,1243
154,631
943,501
483,1035
793,481
1642,1572
105,599
1664,1229
349,404
333,1843
234,1714
199,1220
261,337
1638,389
1743,343
143,292
421,982
1069,7
1516,1464
1540,845
1244,1676
1180,682
492,1063
726,637
1029,603
931,571
16,702
1130,1176
964,1121
173,1251
1780,1652
1278,882
1491,1120
410,1373
1701,254
471,1193
707,341
667,1857
603,1641
1024,1570
550,1821
1265,560
388,676
308,959
386,243
79,1536
2,1563
782,946
1413,530
745,798
203,731
1815,343
540,493
1060,1787
975,1240
438,411
1063,1628
877,212
1069,1062
961,104
77,875
1058,211
1470,1172
1002,1067
1672,1421
1465,1041
1204,25
1064,1534
1478,641
1388,207
232,1855
4,1643
24,1254
1334,945
432,1761
1113,858
986,11
186,1464
1207,774
1455,1411
1560,867
755,1397
886,1497
1849,1361
843,402
1471,832
207,189
85,680
1340,1851
801,700
69,913
1446,1426
273,436
868,946
519,1891
938,816
781,1078
1453,1617
1888,276
28,122
957,320
642,849
1594,1581
18,1742
1069,1336
1013,780
1664,1843
1293,1173
1539,75
1703,183
1133,847
905,344
912,1079
1196,1473
71,810
1649,1481
130,902
452,1752
769,1853
1404,100
822,717
99,287
1316,67
536,266
1818,226
1079,1262
367,822
1307,1283
136,13
893,1085
1019,1006
1053,902
1432,1108
1357,317
1215,639
305,736
1436,523
746,1202
847,506
307,1167
1723,173
702,590
1890,1188
314,1511
60,1608
554,1122
641,181
654,1203
1691,1851
1518,701
887,1545
1294,1033
702,1846
1689,1543
502,1173
623,1416
1161,1370
648,618
721,1228
608,1381
1688,229
1161,505
662,955
1169,650
1600,1630
151,140
1660,436
985,279
609,1762
1315,704
308,1444
273,257
859,1564
208,433
232,240
1357,189
1641,1385
1846,1216
324,1749
810,163
355,685
907,510
1192,465
1625,449
1397,991
1252,1703
1005,1412
1808,1262
17,961
338,1874
1170,93
1838,358
69,1187
329,1585
129,43
624,1722
77,481
7,740
1432,1011
1822,1380
1633,435
1896,1258
857,207
1658,572
990,139
1733,331
541,1788
752,1537
601,840
1826,1820
1657,1113
1896,712
179,1246
765,1453
314,1859
1230,215
406,1606
1544,1400
726,568
526,271
544,177
1382,319
601,1112
1242,1374
1577,1567
37,32
1294,1596
130,1423
1428,458
420,1376
186,998
1576,1212
1303,553
939,1034
691,737
351,727
1354,160
1331,36
1582,547
1378,1800
991,1202
1299,1412
1301,368
593,3
1568,947
1414,1263
591,397
1795,666
421,1672
1391,1000
1601,1413
1171,1183
1160,1222
1227,528
1450,1029
1295,936
626,645
1259,1668
401,309
598,811
1044,1375
292,1183
418,661
1678,1147
93,584
533,1194
245,886
656,1304
121,235
28,544
1378,549
967,418
1605,1197
1214,823
1663,1438
1192,1724
85,328
937,1770
544,863
1596,934
1623,1335
163,1567
1478,949
542,1880
673,1727
952,75
657,398
147,1472
795,88
1674,1318
173,325
70,64
462,1810
249,518
26,461
452,1802
430,1297
1783,1441
142,98
571,1773
1855,377
230,1391
1025,659
1191,640
1621,1692
928,1624
470,1021
327,552
1583,1239
162,1612
373,46
1860,1524
75,294
1387,473
51,87
1139,1224
1205,734
399,77
1724,885
1896,1322
916,1799
110,1167
917,1204
948,1053
443,503
78,1577
778,1605
1630,1244
1313,1620
422,3
1559,1358
1540,344
1270,1102
1831,1620
90,632
838,1020
930,1746
1654,921
818,1211
1226,699
526,687
1143,591
1380,549
894,465
13,949
1825,1083
419,1536
1847,1668
537,293
25,47
800,737
109,816
1771,1178
99,5
794,1241
1096,187
1760,1676
1745,1113
1526,602
1289,1631
818,1536
1137,848
427,5
1812,1010
1370,1244
623,146
1524,233
1253,1393
932,239
1740,1624
416,948
1190,1886
1111,1891
1704,586
1013,66
412,39
1766,1552
1179,132
1731,1317
1585,1676
428,608
1522,1769
1340,151
795,169
1273,379
720,635
1193,1451
1508,750
231,856
557,1289
705,1661
1731,523
530,379
1711,1241
1719,1639
426,600
995,911
1767,131
530,800
1062,34
518,985
438,138
559,604
680,183
1560,1435
342,1238
881,1073
522,1170
1026,560
81,1088
884,1060
959,71
625,927
1761,1497
502,32
727,801
611,159
164,125
49,1209
794,320
269,1152
387,990
785,1775
562,1649
1700,885
521,1136
1018,935
898,717
1440,1307
1529,92
1467,1705
1287,1523
963,94
21,628
1010,500
